Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCA42,6.965,0,0.0,9,159.4604,1,1,0,2,1,3169.208
FDT27,11.395,1,0.069728296,10,233.9616,7,5,1,1,1,1406.1696
NCW54,7.5,0,0.09660879,9,56.9588,7,5,1,1,1,744.3644
DRB13,6.115,1,0.007038478000000001,14,189.253,1,1,0,2,1,3605.3070000000002
FDY02,12.857645184135976,1,0.153456703,4,264.091,4,0,2,0,0,262.991
FDS59,14.8,1,0.043982464000000006,1,110.65700000000001,7,5,1,1,1,2966.139
FDR49,8.71,0,0.139202085,3,46.1376,6,6,2,1,1,383.5008
FDY40,15.5,1,0.08618464699999999,5,50.9692,3,8,1,2,2,394.1536
FDL48,19.35,1,0.082250863,0,48.7034,6,6,2,1,1,534.6374
DRI01,12.857645184135976,0,0.034286109,14,173.1422,5,0,1,2,3,5000.8238
FDZ52,19.2,0,0.100482186,5,111.8886,3,8,1,2,2,1667.829
FDK32,16.25,1,0.049051717,6,152.4682,9,4,1,0,1,2439.4912
FDK51,19.85,0,0.005230785999999999,4,265.1884,1,1,0,2,1,5034.7796
FDP28,13.65,1,0.08062523,5,259.6936,6,6,2,1,1,2087.9488
DRZ24,7.535,0,0.081787519,14,120.844,8,2,2,0,1,2157.192
FDG04,12.857645184135976,0,0.010615026000000001,5,185.1898,4,0,2,0,0,374.1796
FDF58,12.857645184135976,0,0.009534758,13,64.551,5,0,1,2,3,1201.769
FDI21,5.59,1,0.056602818,13,63.2168,8,2,2,0,1,1725.7536
FDZ43,11.0,1,0.057047756,6,240.4512,6,6,2,1,1,7028.1848
FDI57,19.85,0,0.05410964,12,195.0768,9,4,1,0,1,1970.7679999999998
FDV03,17.6,0,0.058209079000000004,10,153.6314,7,5,1,1,1,5274.4676
FDT12,6.215,1,0.083056555,0,224.4062,0,3,1,2,0,225.7062
FDF29,15.1,1,0.020015391,5,128.83100000000002,3,8,1,2,2,1817.634
FDU02,13.35,0,0.102426197,4,230.6352,1,1,0,2,1,5725.88
FDD23,9.5,1,0.048761223,15,186.5898,9,4,1,0,1,5238.5144
FDN04,11.8,1,0.0,5,179.2344,6,6,2,1,1,2141.2128
FDG29,17.6,0,0.056281276,5,40.3454,6,6,2,1,1,796.9626
FDK51,19.85,0,0.008762556,4,266.6884,0,3,1,2,0,264.9884
FDB53,13.35,0,0.139669224,5,147.6392,9,4,1,0,1,1938.8096
DRI23,18.85,0,0.13797299300000002,7,158.4578,2,7,1,1,1,1444.1202
FDP57,17.5,0,0.0,13,102.999,8,2,2,0,1,2992.7709999999997
FDY57,20.2,1,0.12194009900000001,13,95.3752,2,7,1,1,1,1150.5024
NCT42,5.88,0,0.024926012999999997,9,149.9392,9,4,1,0,1,1491.392
FDZ21,12.857645184135976,1,0.039031927,13,95.641,5,0,1,2,3,1737.7379999999998
FDC50,15.85,0,0.13727,3,94.4094,2,7,1,1,1,1904.1879999999999
FDT40,5.985,0,0.095989602,5,127.3678,7,5,1,1,1,508.6712
FDD50,18.85,0,0.142443405,3,170.4132,2,7,1,1,1,4396.9432
DRI23,18.85,0,0.137410256,7,161.7578,9,4,1,0,1,1604.578
FDQ46,7.51,0,0.104400238,13,113.5544,2,7,1,1,1,894.8352
NCW06,16.2,0,0.0,9,190.8162,6,6,2,1,1,3271.0754
NCX06,17.6,0,0.015750947,9,182.5976,3,8,1,2,2,1629.8784
NCE19,8.97,0,0.092937216,9,54.6956,1,1,0,2,1,764.3384
FDI60,7.22,1,0.03828933,0,64.751,1,1,0,2,1,126.50200000000001
FDC47,12.857645184135976,0,0.20816215600000001,13,228.1694,4,0,2,0,0,228.3694
FDE02,8.71,0,0.121936216,3,94.4778,2,7,1,1,1,2628.5784
FDE11,17.7,1,0.135646297,15,186.0924,3,8,1,2,2,3516.7556
FDP11,15.85,0,0.069240685,1,217.5166,7,5,1,1,1,653.1498
FDB08,6.055,0,0.03127929,6,160.3578,2,7,1,1,1,2406.867
FDL48,12.857645184135976,1,0.08186804,0,46.8034,5,0,1,2,3,1069.2748
FDH26,19.25,1,0.034753686,3,141.5496,9,4,1,0,1,1976.0944
FDI33,16.5,0,0.028476451,13,91.0146,7,5,1,1,1,1368.219
FDQ26,13.5,1,0.067872402,4,57.8562,8,2,2,0,1,355.5372
FDN03,12.857645184135976,1,0.026420581000000002,10,250.9408,4,0,2,0,0,1001.3632
FDO13,7.865,0,0.061183503,2,164.5526,7,5,1,1,1,1644.526
NCJ29,10.6,0,0.035247642,8,84.7224,9,4,1,0,1,1619.2256
FDE52,12.857645184135976,1,0.02974207,4,88.9514,5,0,1,2,3,3453.5046
FDA52,16.2,1,0.128397995,5,178.33700000000002,6,6,2,1,1,1411.496
FDF57,14.5,1,0.058918844000000005,6,169.7448,9,4,1,0,1,3238.4512
NCO26,7.235,0,0.07679167099999999,9,116.4492,1,1,0,2,1,2316.984
DRL59,16.75,0,0.021220113,7,55.1298,6,6,2,1,1,1240.3854
FDC60,12.857645184135976,1,0.20042639999999998,0,88.8514,4,0,2,0,0,265.6542
DRD25,12.857645184135976,0,0.07858962900000001,14,113.286,5,0,1,2,3,2716.4640000000004
FDB26,14.0,1,0.031261582999999996,3,52.56399999999999,6,6,2,1,1,639.168
FDK51,19.85,0,0.005235143,4,265.8884,8,2,2,0,1,2649.884
FDE53,10.895,0,0.027032204,5,106.32799999999999,2,7,1,1,1,852.2239999999999
FDV24,5.635,0,0.172856719,0,148.205,0,3,1,2,0,449.415
FDI34,10.65,1,0.08561751699999999,13,229.3668,2,7,1,1,1,2303.6679999999997
FDL36,15.1,0,0.127334766,0,88.28299999999999,0,3,1,2,0,89.883
NCA54,16.5,0,0.036641597000000005,9,178.7318,8,2,2,0,1,1263.0226
FDI38,13.35,1,0.014656563999999999,3,208.5638,7,5,1,1,1,2277.7018
FDG31,12.15,0,0.037864853999999996,10,63.0826,1,1,0,2,1,322.913
FDA21,13.65,0,0.036016619,13,186.3924,9,4,1,0,1,1295.6468
FDI09,20.75,1,0.12953868,12,240.28799999999998,9,4,1,0,1,2396.88
FDI20,19.1,0,0.038531668,6,210.6586,1,1,0,2,1,5487.5236
DRI51,17.25,0,0.0,4,171.5764,7,5,1,1,1,4637.9628
DRZ11,12.857645184135976,1,0.112119359,14,123.0388,5,0,1,2,3,1981.4208
FDY07,12.857645184135976,0,0.0,6,45.9402,5,0,1,2,3,872.8638
FDC58,10.195,0,0.041907414,13,43.8428,1,1,0,2,1,175.7712
NCC30,16.6,0,0.027556247000000002,9,176.6344,1,1,0,2,1,1962.7784
FDY03,17.6,1,0.07605848400000001,10,111.8202,1,1,0,2,1,2025.3636
FDZ44,8.185,0,0.038729057000000004,6,117.1808,8,2,2,0,1,1874.8928
FDP28,13.65,1,0.080804019,5,261.1936,7,5,1,1,1,2348.9424
DRD15,10.6,0,0.056884225,4,231.9642,9,4,1,0,1,3020.7346
FDL08,10.8,0,0.050000257,6,243.9144,2,7,1,1,1,4655.2736
FDP25,15.2,0,0.021207518999999998,3,219.4824,8,2,2,0,1,1747.0592
DRK59,8.895,0,0.0,7,232.9616,7,5,1,1,1,2812.3392
DRJ24,11.8,0,0.113307794,14,187.0924,6,6,2,1,1,1850.924
FDU33,7.63,1,0.225476528,13,45.1402,0,3,1,2,0,45.9402
FDX47,6.55,1,0.034800079,1,157.5288,2,7,1,1,1,1571.2879999999998
FDR46,16.85,0,0.139301634,13,144.976,1,1,0,2,1,2783.0440000000003
FDZ56,12.857645184135976,0,0.025612347999999997,6,168.2474,5,0,1,2,3,3200.5006
NCO26,7.235,0,0.077290355,9,116.9492,2,7,1,1,1,2316.984
FDV38,19.25,0,0.1017546,4,55.1956,6,6,2,1,1,491.3604
FDL13,13.85,1,0.09426573699999999,2,233.93,0,3,1,2,0,233.03
FDD57,18.1,0,0.022380952000000003,6,93.6094,1,1,0,2,1,476.04699999999997
FDE46,18.6,0,0.01575657,13,153.1366,1,1,0,2,1,3173.8686
FDB28,6.615,0,0.156307983,4,196.3426,0,3,1,2,0,790.9704
FDC41,15.6,0,0.195688803,5,77.367,0,3,1,2,0,153.134
DRI23,18.85,0,0.13747519,7,158.6578,7,5,1,1,1,3369.6138
FDL33,7.235,0,0.0,13,197.2452,6,6,2,1,1,2348.9424
FDS03,7.825,0,0.07962861,10,63.4826,8,2,2,0,1,2002.0606
NCY18,12.857645184135976,0,0.03100078,9,177.0054,5,0,1,2,3,2101.2648
FDE50,19.7,1,0.016202582,3,188.2556,6,6,2,1,1,3379.6008
FDT02,12.6,0,0.024190156,4,34.4874,6,6,2,1,1,494.0236
FDI34,10.65,1,0.08530861099999999,13,230.2668,7,5,1,1,1,5759.17
FDO15,16.75,1,0.008564925,10,73.2038,6,6,2,1,1,1404.1722
DRI39,13.8,0,0.09745748300000001,4,55.393,3,8,1,2,2,1018.674
NCO14,9.6,0,0.029619202999999997,9,43.6086,1,1,0,2,1,624.5204
NCN19,13.1,0,0.0,11,189.253,8,2,2,0,1,1518.024
DRJ25,14.6,0,0.15087286800000002,14,47.5692,7,5,1,1,1,1379.5376
FDE10,6.67,1,0.09031453,13,130.5626,3,8,1,2,2,1180.4634
FDQ08,15.7,1,0.018930352,6,59.4536,8,2,2,0,1,857.5504
NCQ43,17.75,0,0.111209003,11,107.7912,1,1,0,2,1,982.7208
FDY57,20.2,1,0.121153331,13,97.3752,1,1,0,2,1,958.752
FDQ34,10.85,0,0.163160327,13,107.4622,2,7,1,1,1,1693.7952
NCG19,20.25,0,0.148163564,9,232.7616,9,4,1,0,1,1874.8928
FDI33,12.857645184135976,0,0.028281197,13,90.2146,5,0,1,2,3,3648.5840000000003
FDW27,5.86,1,0.15085330800000002,10,156.0314,8,2,2,0,1,2016.7082
FDH04,6.115,1,0.011437302,5,92.4488,2,7,1,1,1,1358.2320000000002
FDZ39,19.7,1,0.018024769,10,104.499,8,2,2,0,1,1031.99
NCK19,9.8,0,0.090448534,11,194.5478,6,6,2,1,1,774.9912
FDY20,12.5,1,0.08175276,6,89.0488,8,2,2,0,1,1267.6832
FDN39,19.35,1,0.10966769800000001,10,166.0816,0,3,1,2,0,671.1264
NCY41,16.75,0,0.075735621,8,34.5532,8,2,2,0,1,323.5788
NCN14,19.1,0,0.091917786,11,182.7608,8,2,2,0,1,1837.608
FDR07,21.35,0,0.130127365,6,96.2094,0,3,1,2,0,190.4188
FDW49,19.5,0,0.08248351599999999,3,179.2002,1,1,0,2,1,2865.6032
FDN23,6.575,1,0.075507758,1,146.4444,8,2,2,0,1,1596.5884
FDS33,6.67,1,0.12412675599999999,13,88.9514,2,7,1,1,1,2125.2336
FDY36,12.3,0,0.009425158000000001,0,74.83800000000001,9,4,1,0,1,1537.9979999999998
FDH20,16.1,1,0.024999711,6,97.84100000000001,7,5,1,1,1,1255.0330000000001
FDR15,12.857645184135976,1,0.05854560599999999,10,155.8314,4,0,2,0,0,310.2628
NCP50,17.35,0,0.020676141000000002,11,80.6618,2,7,1,1,1,1208.427
FDS40,15.35,0,0.02346559,5,35.219,0,3,1,2,0,36.619
FDG38,8.975,1,0.05272914,3,86.4224,8,2,2,0,1,1022.6688
NCO18,13.15,0,0.024630755,9,178.2686,1,1,0,2,1,2666.5290000000005
NCO54,19.5,0,0.014274292,9,55.6614,8,2,2,0,1,718.3982
NCW18,15.1,0,0.059313603,9,238.1248,6,6,2,1,1,4266.4464
FDB36,5.465,1,0.048518008,0,132.9626,6,6,2,1,1,2360.9268
FDJ45,17.75,0,0.073349552,12,34.2216,1,1,0,2,1,934.7832
FDP60,12.857645184135976,0,0.055648052,0,100.3016,5,0,1,2,3,2833.6448
DRD12,6.96,0,0.077129323,14,92.7146,1,1,0,2,1,1733.0774
FDR47,17.85,0,0.08782496699999999,1,196.0794,3,8,1,2,2,1755.7146
FDJ10,5.095,1,0.13003120699999998,13,142.4838,3,8,1,2,2,561.9352
DRC25,5.73,0,0.045334097999999996,14,87.0882,1,1,0,2,1,1803.6522
NCW54,7.5,0,0.096333029,9,57.8588,1,1,0,2,1,1145.1760000000002
FDA26,7.855,1,0.07385892299999999,4,218.6482,1,1,0,2,1,3723.8194
DRF01,5.655,0,0.17504710399999998,14,146.9102,6,6,2,1,1,1895.5326
NCZ17,12.15,0,0.132952286,8,37.6506,0,3,1,2,0,37.9506
FDK46,9.6,0,0.08614586699999999,13,258.362,0,3,1,2,0,259.66200000000003
NCU41,18.85,0,0.0520115,8,190.3846,1,1,0,2,1,3630.6074
FDV20,20.2,1,0.059790095,6,127.4678,6,6,2,1,1,3560.6984
FDT15,12.15,1,0.071440118,10,182.295,0,3,1,2,0,549.285
DRI25,19.6,0,0.03395415,14,56.4614,9,4,1,0,1,773.6596
FDA40,16.0,1,0.099271209,5,88.5856,8,2,2,0,1,878.8560000000001
FDZ15,12.857645184135976,0,0.020769677,4,117.5782,5,0,1,2,3,2741.0986
FDM13,6.425,0,0.06316338,2,132.2626,6,6,2,1,1,2098.6016
NCM05,6.825,0,0.059846975,8,262.5226,8,2,2,0,1,9779.9362
FDD38,12.857645184135976,1,0.014342658999999999,3,103.7674,4,0,2,0,0,203.7348
DRI01,7.97,0,0.057667172999999995,14,172.1422,0,3,1,2,0,517.3266
DRG13,17.25,0,0.037155206,14,166.4526,1,1,0,2,1,3782.4098
NCT30,9.1,0,0.08041772400000001,9,48.8718,9,4,1,0,1,425.4462
NCG42,19.2,0,0.041227831,9,129.83100000000002,8,2,2,0,1,1947.465
FDB14,12.857645184135976,1,0.102226474,3,91.31200000000001,5,0,1,2,3,3075.9959999999996
FDO27,12.857645184135976,1,0.178210285,10,95.7752,5,0,1,2,3,3930.8832
FDC14,14.5,1,0.06904249,3,41.4454,0,3,1,2,0,41.9454
FDB49,12.857645184135976,1,0.052791124,0,98.5384,4,0,2,0,0,591.2304
FDZ23,17.75,1,0.06760774900000001,0,188.024,9,4,1,0,1,2796.36
FDJ52,7.145,0,0.017887474,5,160.6578,2,7,1,1,1,1765.0358
FDJ56,8.985,0,0.18444042100000002,6,99.67,2,7,1,1,1,3295.71
NCR54,16.35,0,0.091074449,9,196.81099999999998,2,7,1,1,1,3338.987
DRF01,5.655,0,0.0,14,147.5102,8,2,2,0,1,1166.4816
DRK12,9.5,0,0.04195143900000001,14,32.49,9,4,1,0,1,865.54
FDL58,5.78,1,0.074087369,13,264.9568,1,1,0,2,1,6855.0768
FDD44,8.05,1,0.0,6,257.5646,1,1,0,2,1,5153.292
FDT50,6.75,1,0.10867990599999999,4,95.6752,3,8,1,2,2,1246.3776
DRM23,16.6,0,0.136500981,7,173.3422,2,7,1,1,1,4138.6128
NCM31,6.095,0,0.081361288,11,141.9154,7,5,1,1,1,2694.4926
FDY21,15.1,0,0.0,13,197.21099999999998,0,3,1,2,0,196.41099999999997
FDR22,19.35,1,0.018591464,13,112.9544,9,4,1,0,1,1342.2528
NCV06,11.3,0,0.066952965,9,192.0478,3,8,1,2,2,3099.9648
FDR45,10.8,0,0.029107004,13,240.5222,2,7,1,1,1,4541.4218
FDH60,19.7,1,0.0,0,194.41099999999997,9,4,1,0,1,5106.686
FDR08,12.857645184135976,0,0.06587293599999999,6,113.1886,4,0,2,0,0,111.1886
FDA47,10.5,1,0.117149075,0,164.12099999999998,3,8,1,2,2,1794.3310000000001
FDS37,7.655,0,0.031994534,3,114.3492,9,4,1,0,1,1853.5872
FDF12,8.235,0,0.08276363,0,146.5076,3,8,1,2,2,1625.8836
FDP24,20.6,0,0.083004078,0,119.4756,8,2,2,0,1,1090.5804
FDU20,19.35,1,0.021490911,6,122.1098,9,4,1,0,1,2892.2352
FDW44,9.5,1,0.058835927999999996,6,170.2448,0,3,1,2,0,170.4448
FDY39,5.305,1,0.07871639,10,183.5608,0,3,1,2,0,551.2824
DRD37,9.8,0,0.013869808999999999,14,47.406000000000006,7,5,1,1,1,978.7260000000001
FDZ35,9.6,1,0.022274264,1,101.699,6,6,2,1,1,2992.7709999999997
FDB50,13.0,0,0.15361856599999998,3,79.6986,8,2,2,0,1,1480.0734
FDY10,17.6,0,0.049267759,13,113.0176,3,8,1,2,2,2862.94
FDK41,14.3,0,0.12826315,5,83.4224,2,7,1,1,1,681.7792
FDL24,10.3,1,0.02494708,0,172.3422,7,5,1,1,1,5690.5926
FDZ07,15.1,1,0.157154813,6,62.2194,0,3,1,2,0,185.7582
DRI03,6.03,0,0.022832115,4,176.7028,2,7,1,1,1,1416.8224
FDW56,7.68,0,0.070900282,6,192.6162,8,2,2,0,1,5580.0698
FDR20,20.0,1,0.028180788999999998,6,46.8744,7,5,1,1,1,905.488
FDC50,15.85,0,0.136497913,3,96.3094,8,2,2,0,1,2856.282
NCX05,15.2,0,0.162462044,8,117.6492,0,3,1,2,0,347.5476
FDU23,12.15,0,0.0,1,164.7184,8,2,2,0,1,3962.8416
FDN45,19.35,0,0.118080437,13,222.6088,6,6,2,1,1,6040.1376
FDQ51,12.857645184135976,1,0.017466284,10,45.4718,5,0,1,2,3,1323.6104
FDH21,12.857645184135976,0,0.031073804,12,157.5604,5,0,1,2,3,5704.5744
DRZ11,8.85,1,0.11330222300000001,14,125.1388,2,7,1,1,1,1114.5492
NCI43,19.85,0,0.025968706,9,49.5376,8,2,2,0,1,1006.6896
DRF03,19.1,0,0.045400017,4,38.8138,7,5,1,1,1,690.4346
NCF30,17.0,0,0.126958147,9,125.8362,2,7,1,1,1,2516.724
FDB12,11.15,1,0.105307659,0,102.0648,8,2,2,0,1,1038.6480000000001
FDW19,12.35,1,0.038500421,6,110.757,8,2,2,0,1,1208.427
FDB45,20.85,0,0.02137305,6,103.3306,7,5,1,1,1,522.653
FDY55,12.857645184135976,0,0.0,6,255.7988,5,0,1,2,3,9251.9568
FDK40,7.035,0,0.0,5,263.291,0,3,1,2,0,525.982
FDU11,4.785,0,0.09297084,1,122.0098,3,8,1,2,2,2048.6666
FDP33,12.857645184135976,0,0.088839949,13,254.2672,5,0,1,2,3,10993.6896
FDN49,17.25,1,0.209600084,2,40.348,0,3,1,2,0,39.948
FDR15,9.3,1,0.033505804,10,153.4314,7,5,1,1,1,2482.1024
FDO38,17.25,0,0.072986772,3,78.8986,7,5,1,1,1,1635.8706
DRC24,17.85,0,0.024961677,14,153.1998,2,7,1,1,1,3383.5956
NCU17,12.857645184135976,0,0.092433518,8,101.6674,5,0,1,2,3,1426.1436
FDK22,9.8,0,0.026081567000000003,13,217.585,6,6,2,1,1,4327.7
DRP35,18.85,0,0.09079168,7,127.1336,1,1,0,2,1,3579.3408
NCL29,9.695,0,0.11391788900000001,8,158.2604,6,6,2,1,1,2693.8268
FDG53,10.0,0,0.045928229,5,138.118,9,4,1,0,1,1957.4520000000002
DRM23,16.6,0,0.135620265,7,172.9422,1,1,0,2,1,2931.5174
FDR09,18.25,0,0.077709902,13,259.6962,6,6,2,1,1,5438.9202
NCJ30,5.82,0,0.13497562800000001,9,170.579,0,3,1,2,0,509.337
FDZ04,9.31,0,0.037955094,5,62.151,8,2,2,0,1,1201.769
FDM10,18.25,0,0.076125668,13,214.0218,7,5,1,1,1,2564.6616
FDR21,19.7,0,0.067039526,13,178.33700000000002,9,4,1,0,1,1411.496
DRJ49,6.865,0,0.014021626,14,127.1652,7,5,1,1,1,1291.652
FDJ15,11.35,1,0.023358737999999997,4,184.4608,9,4,1,0,1,4042.7376
FDO34,17.7,0,0.029933275,13,169.0816,6,6,2,1,1,5201.2296
NCG30,12.857645184135976,0,0.111777297,9,124.6046,5,0,1,2,3,2863.6058
FDS60,20.85,0,0.032448523,0,177.86599999999999,8,2,2,0,1,1078.596
FDX57,17.25,1,0.047266210999999995,13,97.0068,8,2,2,0,1,1846.9292
FDS40,15.35,0,0.01404119,5,38.419000000000004,9,4,1,0,1,476.04699999999997
FDT08,13.65,0,0.04917754,6,151.805,1,1,0,2,1,2696.49
NCN29,15.2,0,0.020280476000000002,8,49.1034,0,3,1,2,0,194.4136
FDY27,6.38,0,0.031962866,4,178.0344,7,5,1,1,1,535.3032
NCR29,12.857645184135976,0,0.054376275,8,56.293,5,0,1,2,3,2546.685
FDZ02,6.905,1,0.06385097099999999,4,97.2726,0,3,1,2,0,195.7452
FDP40,12.857645184135976,1,0.060154967999999996,5,110.1544,4,0,2,0,0,111.8544
FDE11,12.857645184135976,1,0.134441765,15,183.9924,5,0,1,2,3,6478.234
DRL35,15.7,0,0.03067808,7,44.777,1,1,0,2,1,605.878
FDD56,15.2,1,0.103758647,6,177.0054,6,6,2,1,1,2976.7918
FDO39,12.857645184135976,1,0.13670167800000002,10,182.1608,5,0,1,2,3,5880.3456
FDG32,12.857645184135976,0,0.308145448,6,222.0772,4,0,2,0,0,889.5088
FDU50,12.857645184135976,1,0.07480619599999999,4,112.9176,5,0,1,2,3,3435.528
FDX24,8.355,0,0.013926425,0,93.0462,6,6,2,1,1,1110.5544
NCN43,12.15,0,0.006754117,11,122.17299999999999,1,1,0,2,1,2586.633
FDK34,13.35,0,0.0,13,238.7564,3,8,1,2,2,1906.8512
NCN41,17.0,0,0.052209303,8,122.37299999999999,8,2,2,0,1,2586.633
FDW16,17.35,1,0.041538713,5,93.1804,9,4,1,0,1,1378.2060000000001
FDP46,12.857645184135976,0,0.13064231,13,88.383,4,0,2,0,0,89.883
NCD07,9.1,0,0.055382615999999996,9,115.0518,1,1,0,2,1,683.1108
FDG44,6.13,0,0.0,6,54.1298,8,2,2,0,1,1348.245
FDC20,12.857645184135976,0,0.041970938,6,55.4272,4,0,2,0,0,111.8544
FDB23,19.2,1,0.005583951,15,226.9062,1,1,0,2,1,4514.124
DRK59,8.895,0,0.075757177,7,233.8616,3,8,1,2,2,937.4464
FDT31,19.75,0,0.012467648000000001,6,188.1872,9,4,1,0,1,2458.1336
FDB15,10.895,0,0.137368051,4,264.3568,3,8,1,2,2,4745.8224
FDI56,12.857645184135976,0,0.092933158,6,91.0146,5,0,1,2,3,3466.1548
NCQ17,10.3,0,0.117593973,8,154.463,2,7,1,1,1,2503.408
FDH44,19.1,1,0.026018497,6,148.2418,2,7,1,1,1,3089.9778
FDP40,4.555,1,0.034410585,5,111.3544,9,4,1,0,1,1342.2528
NCR17,12.857645184135976,0,0.02426524,8,114.0492,5,0,1,2,3,3938.8728
NCO53,16.2,0,0.17617540199999998,8,184.0608,2,7,1,1,1,2021.3688
FDG38,8.975,1,0.088257771,3,84.1224,0,3,1,2,0,170.4448
FDO01,21.1,1,0.020750867,2,128.7994,9,4,1,0,1,1927.491
NCQ43,17.75,0,0.11152734800000001,11,110.2912,7,5,1,1,1,873.5296
FDU47,12.8,1,0.114318263,1,142.2838,3,8,1,2,2,421.4514
FDZ02,6.905,1,0.038363204,4,98.1726,2,7,1,1,1,587.2356
FDS04,10.195,1,0.245483691,5,141.8838,0,3,1,2,0,280.9676
FDQ31,5.785,1,0.05393093400000001,6,87.3856,9,4,1,0,1,878.8560000000001
FDT57,12.857645184135976,0,0.018942606,13,236.0248,5,0,1,2,3,6636.6944
FDK50,7.96,0,0.028339599,3,162.4894,1,1,0,2,1,1779.6834
FDB49,8.3,1,0.030151351,0,98.7384,8,2,2,0,1,492.69199999999995
FDN56,5.46,1,0.107274301,6,145.5786,7,5,1,1,1,3900.9222
FDU02,13.35,0,0.10267088199999999,4,228.6352,9,4,1,0,1,3435.528
FDK26,5.46,1,0.032177405,3,185.424,8,2,2,0,1,5219.872
DRA24,12.857645184135976,1,0.039734882,14,165.7868,5,0,1,2,3,4913.604
FDF53,20.75,1,0.083536989,5,180.3318,1,1,0,2,1,4149.9314
NCZ30,6.59,0,0.026225692999999998,9,119.0098,9,4,1,0,1,2530.7058
FDF14,7.55,0,0.0273235,3,151.934,2,7,1,1,1,1837.608
FDU40,20.85,0,0.03747983,5,192.7478,7,5,1,1,1,2131.2258
NCL18,18.85,0,0.168531813,9,192.5136,2,7,1,1,1,2916.204
FDP25,15.2,0,0.021293909,3,218.4824,3,8,1,2,2,1528.6768
NCV05,10.1,0,0.030269774,8,152.4656,7,5,1,1,1,2934.8464
FDV49,10.0,0,0.025822315,3,262.7226,6,6,2,1,1,3171.8712
FDJ56,8.985,0,0.18368816100000002,6,100.27,9,4,1,0,1,998.7
FDI40,11.5,1,0.125579201,5,99.7358,6,6,2,1,1,1105.8938
NCK05,12.857645184135976,0,0.077079177,8,61.5536,5,0,1,2,3,918.804
NCI43,19.85,0,0.026074491,9,48.6376,3,8,1,2,2,575.2512
NCE42,21.1,0,0.010593469,9,234.2958,1,1,0,2,1,3739.1328
FDP40,4.555,1,0.034357169,5,112.6544,8,2,2,0,1,2684.5056
FDU40,20.85,0,0.037396901,5,193.8478,6,6,2,1,1,2712.4692
DRK47,7.905,0,0.064011067,7,230.2694,1,1,0,2,1,4567.388
FDR32,6.78,1,0.085981978,6,228.4694,7,5,1,1,1,5480.8656
FDS43,12.857645184135976,0,0.040318692999999996,6,186.22400000000002,5,0,1,2,3,5033.448
FDH50,15.0,1,0.161762835,3,185.9266,7,5,1,1,1,2581.9724
FDZ09,17.6,0,0.10487896699999999,13,164.8868,8,2,2,0,1,2456.802
FDS19,13.8,1,0.10746981900000001,6,77.8012,0,3,1,2,0,227.7036
NCU30,5.11,0,0.034868095,9,163.821,6,6,2,1,1,2120.573
FDI27,8.71,1,0.046079575,4,43.5744,7,5,1,1,1,407.4696
FDQ09,7.235,0,0.058083830999999995,13,113.6834,1,1,0,2,1,230.3668
FDB35,12.3,1,0.064618976,15,89.8804,8,2,2,0,1,1286.3256
DRD12,6.96,0,0.077178965,14,93.1146,6,6,2,1,1,2189.1504
FDW07,18.0,1,0.142910689,6,89.6514,9,4,1,0,1,1859.5794
DRE13,6.28,0,0.027682047,14,85.5198,1,1,0,2,1,1744.396
FDR11,10.5,1,0.142511272,1,158.7578,6,6,2,1,1,2246.4092
DRG36,14.15,0,0.09557165,14,171.0106,7,5,1,1,1,4106.6544
DRD37,9.8,0,0.02316823,14,47.506,0,3,1,2,0,186.424
FDX03,15.85,1,0.061045133,10,44.7744,1,1,0,2,1,181.0976
FDU46,10.3,1,0.011148865,13,84.854,7,5,1,1,1,778.9860000000001
FDV03,17.6,0,0.058091269,10,156.2314,8,2,2,0,1,2947.4966
FDZ37,12.857645184135976,1,0.019672774,3,86.4198,5,0,1,2,3,1918.8356
FDI24,10.3,0,0.07867827599999999,0,177.037,1,1,0,2,1,3705.177
FDX33,9.195,1,0.117667492,13,159.5578,9,4,1,0,1,1283.6624
FDG47,12.8,0,0.069902438,15,261.3252,3,8,1,2,2,3410.2276
FDZ57,10.0,1,0.037757166,13,126.7994,6,6,2,1,1,1284.994
FDT04,17.25,0,0.107021498,5,40.5822,6,6,2,1,1,785.6439999999999
FDO49,12.857645184135976,1,0.032892112,2,49.3008,5,0,1,2,3,1518.024
NCB43,20.2,0,0.10047746099999999,9,187.7898,2,7,1,1,1,2245.0776
NCL53,7.5,0,0.036228067,8,175.2028,6,6,2,1,1,4427.57
FDM01,7.895,1,0.094488485,2,100.7332,1,1,0,2,1,1230.3984
FDO12,15.75,0,0.055154296,0,195.5452,3,8,1,2,2,1174.4712
FDO13,12.857645184135976,0,0.106907604,2,162.8526,4,0,2,0,0,493.3578
FDI04,13.65,1,0.073060301,5,196.2426,7,5,1,1,1,2570.6538
NCK05,20.1,0,0.077439606,8,60.6536,6,6,2,1,1,980.0576
FDP28,13.65,1,0.080968973,5,259.7936,3,8,1,2,2,2609.936
FDJ44,12.3,1,0.106492562,6,176.3396,9,4,1,0,1,1395.5168
FDS25,12.857645184135976,1,0.139330557,3,109.5228,5,0,1,2,3,3426.2068
FDC02,21.35,0,0.068822477,3,258.3278,8,2,2,0,1,7028.8506
